n,median_ms,min_ms,max_ms,peak_extra_bytes
1000,0.14114000368863344,0.14025999698787928,0.15134001150727272,41224
5000,1.0307999793440104,0.9846600005403161,1.0632599936798215,655624
10000,1.7270399956032634,1.6732200048863888,1.788880000822246,655624
20000,3.677179990336299,3.644920000806451,3.8638600148260593,2621704
40000,6.717119994573295,6.547040003351867,7.085080002434552,2621704
60000,9.608720010146499,9.56965999212116,9.82574000954628,2621704
80000,13.838319992646575,13.638000003993511,14.32714001275599,6291720
100000,16.83507999405265,16.754699987359345,17.154600005596876,6291720
